AFFYMETRIX_3PRIME_IVT_ID	Name	Species
1553830_s_at	MAGE family member A2B(MAGEA2B)	Homo sapiens
1560255_at	CELF2 antisense RNA 1(CELF2-AS1)	Homo sapiens
1553775_at	GOLGA4 antisense RNA 1(GOLGA4-AS1)	Homo sapiens
202959_at	methylmalonyl-CoA mutase(MMUT)	Homo sapiens
202960_s_at	methylmalonyl-CoA mutase(MMUT)	Homo sapiens
1554299_at	neuronal PAS domain protein 4(NPAS4)	Homo sapiens
1569878_at	cyclin Y like 2 (pseudogene)(CCNYL2)	Homo sapiens
203027_s_at	mevalonate diphosphate decarboxylase(MVD)	Homo sapiens
204056_s_at	mevalonate kinase(MVK)	Homo sapiens
202086_at	MX dynamin like GTPase 1(MX1)	Homo sapiens
204994_at	MX dynamin like GTPase 2(MX2)	Homo sapiens
202364_at	MAX interactor 1, dimerization protein(MXI1)	Homo sapiens
204798_at	MYB proto-oncogene, transcription factor(MYB)	Homo sapiens
201710_at	MYB proto-oncogene like 2(MYBL2)	Homo sapiens
1563498_s_at	solute carrier family 25 member 45(SLC25A45)	Homo sapiens
206394_at	myosin binding protein C2(MYBPC2)	Homo sapiens
1562812_at	ZNF32 antisense RNA 3(ZNF32-AS3)	Homo sapiens
1557881_at	ZNF32 antisense RNA 3(ZNF32-AS3)	Homo sapiens
1563800_at	long intergenic non-protein coding RNA 2762(LINC02762)	Homo sapiens
206304_at	myosin binding protein H(MYBPH)	Homo sapiens
202431_s_at	MYC proto-oncogene, bHLH transcription factor(MYC)	Homo sapiens
1553320_s_at	cell division cycle 14C(CDC14C)	Homo sapiens
1557301_a_at	leucine rich repeat containing 3C(LRRC3C)	Homo sapiens
206372_at	myogenic factor 6(MYF6)	Homo sapiens
205951_at	myosin heavy chain 1(MYH1)	Homo sapiens
1558552_s_at	solute carrier family 66 member 1 like(SLC66A1L)	Homo sapiens
204631_at	myosin heavy chain 2(MYH2)	Homo sapiens
205940_at	myosin heavy chain 3(MYH3)	Homo sapiens
1569122_at	uncharacterized LOC105370697(LOC105370697)	Homo sapiens
1560703_at	LYR motif containing 9(LYRM9)	Homo sapiens
204737_s_at	myosin heavy chain 6(MYH6)	Homo sapiens
1561984_at	long intergenic non-protein coding RNA 838(LINC00838)	Homo sapiens
206717_at	myosin heavy chain 8(MYH8)	Homo sapiens
1555661_at	olfactory receptor family 8 subfamily D member 1(OR8D1)	Homo sapiens
201496_x_at	myosin heavy chain 11(MYH11)	Homo sapiens
201497_x_at	myosin heavy chain 11(MYH11)	Homo sapiens
1568760_at	myosin heavy chain 11(MYH11)	Homo sapiens
201495_x_at	myosin heavy chain 11(MYH11)	Homo sapiens
1553478_at	KIRREL3 antisense RNA 3(KIRREL3-AS3)	Homo sapiens
1557531_a_at	chromosome 10 putative open reading frame 55(C10orf55)	Homo sapiens
205589_at	myosin light chain 3(MYL3)	Homo sapiens
205145_s_at	myosin light chain 5(MYL5)	Homo sapiens
1559000_at	DIP2C antisense RNA 1(DIP2C-AS1)	Homo sapiens
1557548_at	DIP2C antisense RNA 1(DIP2C-AS1)	Homo sapiens
1568770_at	myosin light chain kinase(MYLK)	Homo sapiens
202555_s_at	myosin light chain kinase(MYLK)	Homo sapiens
1563466_at	myosin light chain kinase(MYLK)	Homo sapiens
1569956_at	myosin light chain kinase(MYLK)	Homo sapiens
1555397_at	myosin ID(MYO1D)	Homo sapiens
1557827_at	DNAJC9 antisense RNA 1(DNAJC9-AS1)	Homo sapiens
203072_at	myosin IE(MYO1E)	Homo sapiens
204527_at	myosin VA(MYO5A)	Homo sapiens
1570141_at	myosin VB(MYO5B)	Homo sapiens
203215_s_at	myosin VI(MYO6)	Homo sapiens
203216_s_at	myosin VI(MYO6)	Homo sapiens
1553417_at	long intergenic non-protein coding RNA 2873(LINC02873)	Homo sapiens
201976_s_at	myosin X(MYO10)	Homo sapiens
1554026_a_at	myosin X(MYO10)	Homo sapiens
1557207_s_at	B3GAT1 divergent transcript(B3GAT1-DT)	Homo sapiens
206657_s_at	myogenic differentiation 1(MYOD1)	Homo sapiens
1560851_at	long intergenic non-protein coding RNA 619(LINC00619)	Homo sapiens
201604_s_at	protein phosphatase 1 regulatory subunit 12A(PPP1R12A)	Homo sapiens
201603_at	protein phosphatase 1 regulatory subunit 12A(PPP1R12A)	Homo sapiens
201602_s_at	protein phosphatase 1 regulatory subunit 12A(PPP1R12A)	Homo sapiens
1555839_a_at	long intergenic non-protein coding RNA 2877(LINC02877)	Homo sapiens
201957_at	protein phosphatase 1 regulatory subunit 12B(PPP1R12B)	Homo sapiens
201958_s_at	protein phosphatase 1 regulatory subunit 12B(PPP1R12B)	Homo sapiens
1557553_at	protein phosphatase 1 regulatory subunit 12B(PPP1R12B)	Homo sapiens
1555444_a_at	protein phosphatase 1 regulatory subunit 12B(PPP1R12B)	Homo sapiens
1556269_at	myelin transcription factor 1(MYT1)	Homo sapiens
1560717_at	long intergenic non-protein coding RNA 2250(LINC02250)	Homo sapiens
1563465_at	polycystin 1 like 1, transient receptor potential channel interacting(PKD1L1)	Homo sapiens
1553004_at	polycystin 1 like 1, transient receptor potential channel interacting(PKD1L1)	Homo sapiens
1554764_a_at	long intergenic non-protein coding RNA 301(LINC00301)	Homo sapiens
1563145_at	long intergenic non-protein coding RNA 301(LINC00301)	Homo sapiens
1554765_a_at	long intergenic non-protein coding RNA 301(LINC00301)	Homo sapiens
200735_x_at	nascent polypeptide associated complex subunit alpha(NACA)	Homo sapiens
1555041_a_at	alpha-N-acetylgalactosaminidase(NAGA)	Homo sapiens
202944_at	alpha-N-acetylgalactosaminidase(NAGA)	Homo sapiens
202943_s_at	alpha-N-acetylgalactosaminidase(NAGA)	Homo sapiens
1561897_at	uncharacterized LOC105370746(LOC105370746)	Homo sapiens
204360_s_at	N-acetyl-alpha-glucosaminidase(NAGLU)	Homo sapiens
1563867_at	uncharacterized LOC283194(LOC283194)	Homo sapiens
200072_s_at	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens
1555844_s_at	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens
1556084_at	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens
1555843_at	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens
1555502_at	novel prostate-specific antigen(NPSA)	Homo sapiens
1568807_a_at	RBM26 antisense RNA 1(RBM26-AS1)	Homo sapiens
1569784_at	uncharacterized LOC101930028(LOC101930028)	Homo sapiens
204861_s_at	NLR family apoptosis inhibitory protein(NAIP)	Homo sapiens
204860_s_at	NLR family apoptosis inhibitory protein(NAIP)	Homo sapiens
1556121_at	nucleosome assembly protein 1 like 1(NAP1L1)	Homo sapiens
204528_s_at	nucleosome assembly protein 1 like 1(NAP1L1)	Homo sapiens
1562671_s_at	long intergenic non-protein coding RNA 2833(LINC02833)	Homo sapiens
1562670_at	long intergenic non-protein coding RNA 2833(LINC02833)	Homo sapiens
204749_at	nucleosome assembly protein 1 like 3(NAP1L3)	Homo sapiens
1560339_s_at	nucleosome assembly protein 1 like 4(NAP1L4)	Homo sapiens
201414_s_at	nucleosome assembly protein 1 like 4(NAP1L4)	Homo sapiens
1556567_at	nucleosome assembly protein 1 like 4(NAP1L4)	Homo sapiens
200027_at	asparaginyl-tRNA synthetase 1(NARS1)	Homo sapiens
1562873_at	Prader-Willi region non-protein coding RNA 1(PWRN1)	Homo sapiens
1569819_at	Prader-Willi region non-protein coding RNA 1(PWRN1)	Homo sapiens
1556262_at	Prader-Willi region non-protein coding RNA 1(PWRN1)	Homo sapiens
1556263_s_at	Prader-Willi region non-protein coding RNA 1(PWRN1)	Homo sapiens
201969_at	nuclear autoantigenic sperm protein(NASP)	Homo sapiens
201970_s_at	nuclear autoantigenic sperm protein(NASP)	Homo sapiens
1568662_at	Prader-Willi region non-protein coding RNA 2(PWRN2)	Homo sapiens
1568663_a_at	Prader-Willi region non-protein coding RNA 2(PWRN2)	Homo sapiens
1552564_at	nudix hydrolase 9 pseudogene 1(NUDT9P1)	Homo sapiens
1553611_s_at	kelch like family member 35(KLHL35)	Homo sapiens
203757_s_at	CEA cell adhesion molecule 6(CEACAM6)	Homo sapiens
201621_at	NBL1, DAN family BMP antagonist(NBL1)	Homo sapiens
1561491_at	DGAT2 divergent transcript(DGAT2-DT)	Homo sapiens
1556667_at	formiminotransferase cyclodeaminase N-terminal like(FTCDNL1)	Homo sapiens
203978_at	nucleotide binding protein 1(NUBP1)	Homo sapiens
1563742_at	long intergenic non-protein coding RNA 842(LINC00842)	Homo sapiens
1570140_at	long intergenic non-protein coding RNA 842(LINC00842)	Homo sapiens
203074_at	long intergenic non-protein coding RNA 842(LINC00842)	Homo sapiens
202905_x_at	nibrin(NBN)	Homo sapiens
202906_s_at	nibrin(NBN)	Homo sapiens
202907_s_at	nibrin(NBN)	Homo sapiens
1560715_at	prolyl 4-hydroxylase subunit alpha 3(P4HA3)	Homo sapiens
1569448_at	phosphoglucomutase 2 like 1(PGM2L1)	Homo sapiens
205669_at	neural cell adhesion molecule 2(NCAM2)	Homo sapiens
205147_x_at	neutrophil cytosolic factor 4(NCF4)	Homo sapiens
204725_s_at	NCK adaptor protein 1(NCK1)	Homo sapiens
1568791_s_at	EDNRB antisense RNA 1(EDNRB-AS1)	Homo sapiens
200610_s_at	nucleolin(NCL)	Homo sapiens
1566664_at	coiled-coil domain containing 168(CCDC168)	Homo sapiens
1566665_at	coiled-coil domain containing 168(CCDC168)	Homo sapiens
1561846_s_at	coiled-coil domain containing 168(CCDC168)	Homo sapiens
206022_at	norrin cystine knot growth factor NDP(NDP)	Homo sapiens
202298_at	NADH:ubiquinone oxidoreductase subunit A1(NDUFA1)	Homo sapiens
1557382_x_at	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11(AGAP11)	Homo sapiens
1557380_at	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11(AGAP11)	Homo sapiens
1563221_at	uncharacterized LOC414300(LOC414300)	Homo sapiens
201304_at	NADH:ubiquinone oxidoreductase subunit A5(NDUFA5)	Homo sapiens
202001_s_at	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)	Homo sapiens
202000_at	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)	Homo sapiens
1557532_at	NADH:ubiquinone oxidoreductase subunit A7(NDUFA7)	Homo sapiens
202785_at	NADH:ubiquinone oxidoreductase subunit A7(NDUFA7)	Homo sapiens
205054_at	nebulin(NEB)	Homo sapiens
1569189_at	tetratricopeptide repeat domain 9C(TTC9C)	Homo sapiens
1554719_at	NADH:ubiquinone oxidoreductase subunit A10(NDUFA10)	Homo sapiens
1555548_at	NADH:ubiquinone oxidoreductase subunit A10(NDUFA10)	Homo sapiens
1554711_at	calcium homeostasis modulator 3(CALHM3)	Homo sapiens
1553923_at	solute carrier family 22 member 24(SLC22A24)	Homo sapiens
202077_at	NADH:ubiquinone oxidoreductase subunit AB1(NDUFAB1)	Homo sapiens
206790_s_at	NADH:ubiquinone oxidoreductase subunit B1(NDUFB1)	Homo sapiens
1559132_at	transmembrane protein 80(TMEM80)	Homo sapiens
203371_s_at	NADH:ubiquinone oxidoreductase subunit B3(NDUFB3)	Homo sapiens
203621_at	NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)	Homo sapiens
1559042_at	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)	Homo sapiens
203613_s_at	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)	Homo sapiens
1563260_at	long intergenic non-protein coding RNA 587(LINC00587)	Homo sapiens
202839_s_at	NADH:ubiquinone oxidoreductase subunit B7(NDUFB7)	Homo sapiens
1558046_x_at	family with sequence similarity 239 member A(FAM239A)	Homo sapiens
1569629_x_at	family with sequence similarity 239 member A(FAM239A)	Homo sapiens
1558045_a_at	family with sequence similarity 239 member A(FAM239A)	Homo sapiens
201226_at	NADH:ubiquinone oxidoreductase subunit B8(NDUFB8)	Homo sapiens
201227_s_at	NADH:ubiquinone oxidoreductase subunit B8(NDUFB8)	Homo sapiens
203478_at	NADH:ubiquinone oxidoreductase subunit C1(NDUFC1)	Homo sapiens
203039_s_at	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)	Homo sapiens
201966_at	NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2)	Homo sapiens
201740_at	NADH:ubiquinone oxidoreductase core subunit S3(NDUFS3)	Homo sapiens
1555057_at	NADH:ubiquinone oxidoreductase subunit S4(NDUFS4)	Homo sapiens
201757_at	NADH:ubiquinone oxidoreductase subunit S5(NDUFS5)	Homo sapiens
1570009_at	PAFAH1B2 pseudogene 2(PAFAH1B2P2)	Homo sapiens
1564533_at	PAFAH1B2 pseudogene 2(PAFAH1B2P2)	Homo sapiens
203606_at	NADH:ubiquinone oxidoreductase subunit S6(NDUFS6)	Homo sapiens
1556216_s_at	uncharacterized LOC105370687(LOC105370687)	Homo sapiens
203190_at	NADH:ubiquinone oxidoreductase core subunit S8(NDUFS8)	Homo sapiens
203189_s_at	NADH:ubiquinone oxidoreductase core subunit S8(NDUFS8)	Homo sapiens
202941_at	NADH:ubiquinone oxidoreductase core subunit V2(NDUFV2)	Homo sapiens
202810_at	developmentally regulated GTP binding protein 1(DRG1)	Homo sapiens
1563119_at	long intergenic non-protein coding RNA 2078(LINC02078)	Homo sapiens
200778_s_at	septin 2(SEPTIN2)	Homo sapiens
1554747_a_at	septin 2(SEPTIN2)	Homo sapiens
1559038_at	septin 2(SEPTIN2)	Homo sapiens
200015_s_at	septin 2(SEPTIN2)	Homo sapiens
200036_s_at	ribosomal protein L10a(RPL10A)	Homo sapiens
1568593_a_at	nudix hydrolase 16 like 2, pseudogene(NUDT16L2P)	Homo sapiens
201840_at	NEDD8 ubiquitin like modifier(NEDD8)	Homo sapiens
202150_s_at	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)	Homo sapiens
202149_at	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)	Homo sapiens
1560706_at	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)	Homo sapiens
1569020_at	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)	Homo sapiens
205113_at	neurofilament medium chain(NEFM)	Homo sapiens
204412_s_at	neurofilament heavy chain(NEFH)	Homo sapiens
206089_at	neural EGFL like 1(NELL1)	Homo sapiens
1554394_at	neural EGFL like 1(NELL1)	Homo sapiens
1554023_s_at	coiled-coil domain containing 13(CCDC13)	Homo sapiens
1553397_at	coiled-coil domain containing 13(CCDC13)	Homo sapiens
1553396_a_at	coiled-coil domain containing 13(CCDC13)	Homo sapiens
1554022_at	coiled-coil domain containing 13(CCDC13)	Homo sapiens
1569882_at	NPHP3 antisense RNA 1(NPHP3-AS1)	Homo sapiens
1556887_at	NPHP3 antisense RNA 1(NPHP3-AS1)	Homo sapiens
1564093_at	NIMA related kinase 1(NEK1)	Homo sapiens
204641_at	NIMA related kinase 2(NEK2)	Homo sapiens
1556914_at	long intergenic non-protein coding RNA 1838(LINC01838)	Homo sapiens
1553857_at	immunoglobulin superfamily member 22(IGSF22)	Homo sapiens
1569186_at	myosin IIIA(MYO3A)	Homo sapiens
1565795_at	dual oxidase 1(DUOX1)	Homo sapiens
203413_at	neural EGFL like 2(NELL2)	Homo sapiens
204321_at	neogenin 1(NEO1)	Homo sapiens
1561493_at	uncharacterized LOC105370832(LOC105370832)	Homo sapiens
206282_at	neuronal differentiation 1(NEUROD1)	Homo sapiens
1556057_s_at	neuronal differentiation 1(NEUROD1)	Homo sapiens
1552953_a_at	neuronal differentiation 2(NEUROD2)	Homo sapiens
204323_x_at	neurofibromin 1(NF1)	Homo sapiens
204325_s_at	neurofibromin 1(NF1)	Homo sapiens
1568892_at	LRIG2 divergent transcript(LRIG2-DT)	Homo sapiens
1553140_at	pelota mRNA surveillance and ribosome rescue factor(PELO)	Homo sapiens
1559470_at	D21S2088E(D21S2088E)	Homo sapiens
1559471_s_at	D21S2088E(D21S2088E)	Homo sapiens
1563385_at	long intergenic non-protein coding RNA 307(LINC00307)	Homo sapiens
1564439_a_at	MRGPRG antisense RNA 1(MRGPRG-AS1)	Homo sapiens
1562048_at	long intergenic non-protein coding RNA 2085(LINC02085)	Homo sapiens
204991_s_at	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor(NF2)	Homo sapiens
1555655_at	olfactory receptor family 10 subfamily A member 4(OR10A4)	Homo sapiens
1564691_at	TMSB15B antisense RNA 1(TMSB15B-AS1)	Homo sapiens
1558101_at	nuclear factor I A(NFIA)	Homo sapiens
1557639_at	nuclear factor I A(NFIA)	Homo sapiens
205897_at	nuclear factor of activated T cells 4(NFATC4)	Homo sapiens
1553746_a_at	otogelin like(OTOGL)	Homo sapiens
1563157_at	FOXP1 antisense RNA 1(FOXP1-AS1)	Homo sapiens
200759_x_at	NFE2 like bZIP transcription factor 1(NFE2L1)	Homo sapiens
200758_s_at	NFE2 like bZIP transcription factor 1(NFE2L1)	Homo sapiens
1562566_at	TRAF3IP2 antisense RNA 1(TRAF3IP2-AS1)	Homo sapiens
1567013_at	NFE2 like bZIP transcription factor 2(NFE2L2)	Homo sapiens
201146_at	NFE2 like bZIP transcription factor 2(NFE2L2)	Homo sapiens
1567015_at	NFE2 like bZIP transcription factor 2(NFE2L2)	Homo sapiens
206929_s_at	nuclear factor I C(NFIC)	Homo sapiens
203574_at	nuclear factor, interleukin 3 regulated(NFIL3)	Homo sapiens
1553457_at	long intergenic non-protein coding RNA 269(LINC00269)	Homo sapiens
1568921_at	uncharacterized LOC101930149(LOC101930149)	Homo sapiens
1560320_a_at	C1RL antisense RNA 1(C1RL-AS1)	Homo sapiens
1564224_x_at	C1RL antisense RNA 1(C1RL-AS1)	Homo sapiens
201502_s_at	NFKB inhibitor alpha(NFKBIA)	Homo sapiens
1558920_at	SLC8A1 antisense RNA 1(SLC8A1-AS1)	Homo sapiens
203927_at	NFKB inhibitor epsilon(NFKBIE)	Homo sapiens
1559205_s_at	long intergenic non-protein coding RNA 2273(LINC02273)	Homo sapiens
1558330_x_at	tonsoku like, DNA repair protein(TONSL)	Homo sapiens
1558329_at	tonsoku like, DNA repair protein(TONSL)	Homo sapiens
1553103_at	nuclear transcription factor, X-box binding 1(NFX1)	Homo sapiens
202584_at	nuclear transcription factor, X-box binding 1(NFX1)	Homo sapiens
1553348_a_at	nuclear transcription factor, X-box binding 1(NFX1)	Homo sapiens
202585_s_at	nuclear transcription factor, X-box binding 1(NFX1)	Homo sapiens
204107_at	nuclear transcription factor Y subunit alpha(NFYA)	Homo sapiens
204109_s_at	nuclear transcription factor Y subunit alpha(NFYA)	Homo sapiens
204108_at	nuclear transcription factor Y subunit alpha(NFYA)	Homo sapiens
1569925_at	DNAH17 antisense RNA 1(DNAH17-AS1)	Homo sapiens
202216_x_at	nuclear transcription factor Y subunit gamma(NFYC)	Homo sapiens
202215_s_at	nuclear transcription factor Y subunit gamma(NFYC)	Homo sapiens
1559218_s_at	nuclear transcription factor Y subunit gamma(NFYC)	Homo sapiens
1564383_s_at	uncharacterized LOC100996294(LOC100996294)	Homo sapiens
206814_at	nerve growth factor(NGF)	Homo sapiens
205858_at	nerve growth factor receptor(NGFR)	Homo sapiens
1556207_a_at	long intergenic non-protein coding RNA 408(LINC00408)	Homo sapiens
1556206_at	long intergenic non-protein coding RNA 408(LINC00408)	Homo sapiens
201076_at	small nuclear ribonucleoprotein 13(SNU13)	Homo sapiens
201077_s_at	small nuclear ribonucleoprotein 13(SNU13)	Homo sapiens
202008_s_at	nidogen 1(NID1)	Homo sapiens
1561082_at	nidogen 1(NID1)	Homo sapiens
202007_at	nidogen 1(NID1)	Homo sapiens
1558277_at	zinc finger protein 740(ZNF740)	Homo sapiens
203045_at	ninjurin 1(NINJ1)	Homo sapiens
1563572_at	long intergenic non-protein coding RNA 2011(LINC02011)	Homo sapiens
202891_at	nitrilase 1(NIT1)	Homo sapiens
204030_s_at	IQCJ-SCHIP1 readthrough(IQCJ-SCHIP1)	Homo sapiens
202379_s_at	natural killer cell triggering receptor(NKTR)	Homo sapiens
202380_s_at	natural killer cell triggering receptor(NKTR)	Homo sapiens
1570342_at	natural killer cell triggering receptor(NKTR)	Homo sapiens
1557737_s_at	natural killer cell triggering receptor(NKTR)	Homo sapiens
1557736_at	natural killer cell triggering receptor(NKTR)	Homo sapiens
206915_at	NK2 homeobox 2(NKX2-2)	Homo sapiens
1556554_at	tripartite motif containing 50(TRIM50)	Homo sapiens
1569998_at	Miyoshi muscular dystrophy 2(MMD2)	Homo sapiens
1553727_at	beta-1,4-N-acetyl-galactosaminyltransferase 3(B4GALNT3)	Homo sapiens
204239_s_at	neuronatin(NNAT)	Homo sapiens
1561757_a_at	TMEM132D antisense RNA 1(TMEM132D-AS1)	Homo sapiens
1569454_a_at	TMEM132D antisense RNA 1(TMEM132D-AS1)	Homo sapiens
205204_at	neuromedin B(NMB)	Homo sapiens
1561294_a_at	long intergenic non-protein coding RNA 2347(LINC02347)	Homo sapiens
201577_at	NME/NM23 nucleoside diphosphate kinase 1(NME1)	Homo sapiens
201268_at	NME/NM23 nucleoside diphosphate kinase 2(NME2)	Homo sapiens
204862_s_at	NME/NM23 nucleoside diphosphate kinase 3(NME3)	Homo sapiens
203814_s_at	N-ribosyldihydronicotinamide:quinone reductase 2(NQO2)	Homo sapiens
201158_at	N-myristoyltransferase 1(NMT1)	Homo sapiens
201159_s_at	N-myristoyltransferase 1(NMT1)	Homo sapiens
201157_s_at	N-myristoyltransferase 1(NMT1)	Homo sapiens
202237_at	nicotinamide N-methyltransferase(NNMT)	Homo sapiens
202238_s_at	nicotinamide N-methyltransferase(NNMT)	Homo sapiens
1564193_at	KIAA2012(KIAA2012)	Homo sapiens
1553275_s_at	ankyrin repeat domain 52(ANKRD52)	Homo sapiens
200057_s_at	non-POU domain containing octamer binding(NONO)	Homo sapiens
1560974_s_at	nitric oxide synthase 1(NOS1)	Homo sapiens
1552281_at	solute carrier family 39 member 5(SLC39A5)	Homo sapiens
1554839_at	cell death inducing DFFA like effector c pseudogene 1(CIDECP1)	Homo sapiens
205581_s_at	nitric oxide synthase 3(NOS3)	Homo sapiens
1563079_at	uncharacterized LOC105370792(LOC105370792)	Homo sapiens
1556839_s_at	uncharacterized LOC105370792(LOC105370792)	Homo sapiens
203239_s_at	CCR4-NOT transcription complex subunit 3(CNOT3)	Homo sapiens
203291_at	CCR4-NOT transcription complex subunit 4(CNOT4)	Homo sapiens
1569426_at	long intergenic non-protein coding RNA 1664(LINC01664)	Homo sapiens
1557055_s_at	long intergenic non-protein coding RNA 1128(LINC01128)	Homo sapiens
206001_at	neuropeptide Y(NPY)	Homo sapiens
1555757_at	LLLL and CFNLAS motif containing 1(LLCFC1)	Homo sapiens
202445_s_at	notch receptor 2(NOTCH2)	Homo sapiens
202443_x_at	notch receptor 2(NOTCH2)	Homo sapiens
203237_s_at	notch receptor 3(NOTCH3)	Homo sapiens
203238_s_at	notch receptor 3(NOTCH3)	Homo sapiens
205247_at	notch receptor 4(NOTCH4)	Homo sapiens
204501_at	cellular communication network factor 3(CCN3)	Homo sapiens
205794_s_at	NOVA alternative splicing regulator 1(NOVA1)	Homo sapiens
206476_s_at	NOVA alternative splicing regulator 2(NOVA2)	Homo sapiens
206477_s_at	NOVA alternative splicing regulator 2(NOVA2)	Homo sapiens
201695_s_at	purine nucleoside phosphorylase(PNP)	Homo sapiens
1558846_at	pancreatic lipase related protein 3(PNLIPRP3)	Homo sapiens
206699_x_at	neuronal PAS domain protein 1(NPAS1)	Homo sapiens
1553227_s_at	bromodomain and WD repeat domain containing 1(BRWD1)	Homo sapiens
205460_at	neuronal PAS domain protein 2(NPAS2)	Homo sapiens
205459_s_at	neuronal PAS domain protein 2(NPAS2)	Homo sapiens
1561233_at	uncharacterized LOC283387(LOC283387)	Homo sapiens
1555640_at	D-amino acid oxidase activator(DAOA)	Homo sapiens
1555662_s_at	D-amino acid oxidase activator(DAOA)	Homo sapiens
202679_at	NPC intracellular cholesterol transporter 1(NPC1)	Homo sapiens
206285_at	nephrocystin 1(NPHP1)	Homo sapiens
1560698_a_at	TRHDE antisense RNA 1(TRHDE-AS1)	Homo sapiens
1560697_at	TRHDE antisense RNA 1(TRHDE-AS1)	Homo sapiens
200063_s_at	nucleophosmin 1(NPM1)	Homo sapiens
1560522_at	DLGAP1 antisense RNA 3(DLGAP1-AS3)	Homo sapiens
1559678_s_at	uncharacterized LOC100652791(GS1-24F4.2)	Homo sapiens
1558195_at	long intergenic non-protein coding RNA 592(LINC00592)	Homo sapiens
1560276_at	long intergenic non-protein coding RNA 2874(LINC02874)	Homo sapiens
1560277_a_at	long intergenic non-protein coding RNA 2874(LINC02874)	Homo sapiens
206801_at	natriuretic peptide B(NPPB)	Homo sapiens
204648_at	natriuretic peptide receptor 1(NPR1)	Homo sapiens
1554413_s_at	sorting nexin 29 pseudogene 1(SNX29P1)	Homo sapiens
204310_s_at	natriuretic peptide receptor 2(NPR2)	Homo sapiens
204684_at	neuronal pentraxin 1(NPTX1)	Homo sapiens
205440_s_at	neuropeptide Y receptor Y1(NPY1R)	Homo sapiens
205663_at	poly(rC) binding protein 3(PCBP3)	Homo sapiens
1558801_at	NNT antisense RNA 1(NNT-AS1)	Homo sapiens
203124_s_at	solute carrier family 11 member 2(SLC11A2)	Homo sapiens
203125_x_at	solute carrier family 11 member 2(SLC11A2)	Homo sapiens
203123_s_at	solute carrier family 11 member 2(SLC11A2)	Homo sapiens
1557312_at	long intergenic non-protein coding RNA 1465(LINC01465)	Homo sapiens
1556834_at	DSG2 antisense RNA 1(DSG2-AS1)	Homo sapiens
1556835_s_at	DSG2 antisense RNA 1(DSG2-AS1)	Homo sapiens
202647_s_at	NRAS proto-oncogene, GTPase(NRAS)	Homo sapiens
204105_s_at	neuronal cell adhesion molecule(NRCAM)	Homo sapiens
1570026_at	carboxypeptidase X, M14 family member 2(CPXM2)	Homo sapiens
204651_at	nuclear respiratory factor 1(NRF1)	Homo sapiens
204652_s_at	nuclear respiratory factor 1(NRF1)	Homo sapiens
1558587_at	uncharacterized LOC100996385(LOC100996385)	Homo sapiens
1566039_a_at	uncharacterized LOC100996385(LOC100996385)	Homo sapiens
204081_at	neurogranin(NRGN)	Homo sapiens
206597_at	neural retina leucine zipper(NRL)	Homo sapiens
206596_s_at	neural retina leucine zipper(NRL)	Homo sapiens
1566844_at	PER3 pseudogene 1(PER3P1)	Homo sapiens
1566843_at	PER3 pseudogene 1(PER3P1)	Homo sapiens
1558589_at	cytochrome P450 family 4 subfamily F member 29, pseudogene(CYP4F29P)	Homo sapiens
1566785_x_at	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)	Homo sapiens
202395_at	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)	Homo sapiens
1566784_at	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)	Homo sapiens
1559439_s_at	chromosome 21 open reading frame 58(C21orf58)	Homo sapiens
1553789_a_at	chromosome 21 open reading frame 58(C21orf58)	Homo sapiens
1555198_x_at	chromosome 21 open reading frame 58(C21orf58)	Homo sapiens
1559438_at	chromosome 21 open reading frame 58(C21orf58)	Homo sapiens
1555197_a_at	chromosome 21 open reading frame 58(C21orf58)	Homo sapiens
203939_at	5'-nucleotidase ecto(NT5E)	Homo sapiens
1553995_a_at	5'-nucleotidase ecto(NT5E)	Homo sapiens
1553994_at	5'-nucleotidase ecto(NT5E)	Homo sapiens
1561222_at	long intergenic non-protein coding RNA 485(LINC00485)	Homo sapiens
206706_at	neurotrophin 3(NTF3)	Homo sapiens
1561536_at	long intergenic non-protein coding RNA 2825(LINC02825)	Homo sapiens
1552851_at	zinc finger and SCAN domain containing 4(ZSCAN4)	Homo sapiens
